#start	end	weight
83439	894	1
83439	896	1
83439	5467	1
83439	329	1
83439	6657	1
83439	4316	1
83439	3725	1
1896	60401	1
1896	10913	1
58476	81671	1
58476	11345	1
58476	23710	1
58476	11337	1
29984	27289	-1
29982	5289	1
57152	8973	1
57152	1143	1
57152	57053	1
57152	1142	1
57152	1141	1
57152	1140	1
57152	1139	1
57152	1138	1
57152	55584	1
57152	1137	1
57152	1136	1
57152	1135	1
57152	1146	1
57152	1134	1
57152	1145	1
57152	1144	1
26007	64135	-1
57154	7046	-1
57154	7048	-1
57154	5156	-1
57154	8643	-1
57154	2264	-1
57154	2263	-1
57154	2261	-1
57154	1956	-1
57154	3480	-1
57154	5727	-1
27330	7248	-1
27330	51256	-1
27330	468	1
27330	4893	-1
27330	699	1
27330	107080638	-1
27330	7249	-1
27330	3265	-1
27330	9088	-1
27330	3845	-1
58498	60	1
58498	71	1
83452	89849	1
83452	55054	1
57172	9586	1
57172	90993	1
57172	64764	1
57172	1385	1
57172	466	1
57172	1388	1
57172	468	1
57172	1386	1
57172	148327	1
57172	84699	1
57172	10488	1
57172	4846	1
200186	150094	1
200186	92579	1
200186	102724428	1
200186	1374	1
200186	126129	1
200186	1375	1
200186	10000	1
200186	10891	1
200186	207	1
200186	5105	1
200186	57818	1
200186	208	1
200186	5106	1
200186	2538	1
10652	143187	1
10652	10490	1
10652	8417	1
10652	9482	1
10663	3717	1
10663	3718	1
10663	2773	1
10663	2771	1
10663	2770	1
10637	7043	-1
10637	4838	-1
10637	7040	-1
10637	7042	-1
10636	3683	1
10636	3684	1
10636	3688	1
10636	3689	1
10645	5571	1
10645	5562	1
10645	53632	1
10645	5563	1
10645	5564	1
10645	5565	1
10645	51422	1
10645	814	1
10641	10670	-1
10641	10325	-1
10616	8737	-1
10616	8767	1
6720	3101	1
6720	3099	1
6720	3098	1
6720	2194	1
6720	80201	1
6720	2645	1
6720	79966	1
6720	5313	1
6720	6319	1
6720	31	1
6720	32	1
390321	2788	1
390321	2774	1
390321	2782	1
390321	51764	1
353376	7189	1
353376	8737	1
353376	148022	1
390323	2788	1
390323	2774	1
390323	2782	1
390323	51764	1
390326	2788	1
390326	2774	1
390326	2782	1
390326	51764	1
390327	2788	1
390327	2774	1
390327	2782	1
390327	51764	1
10628	114548	1
10627	60	1
10627	71	1
6714	7442	1
6714	5880	1
6714	100506658	1
6714	5881	1
6714	8633	1
6714	9844	1
6714	4893	1
6714	2909	1
6714	3265	1
6714	7082	1
6714	394	1
6714	57369	1
6714	1499	-1
6714	1630	1
6714	1794	1
6714	998	1
6714	8503	1
6714	857	1
6714	399694	1
6714	858	1
6714	137970	1
6714	859	1
6714	5879	1
6714	1956	1
6714	25759	1
6714	5295	1
6714	5296	1
6714	219699	1
6714	9855	1
6714	6464	1
6714	5894	1
6714	2185	1
6714	5290	1
6714	5291	1
6714	5293	1
6714	10746	1
6714	2697	1
6714	2212	1
6714	4313	1
6714	90249	1
6714	53358	1
6714	5747	1
6714	3702	1
6714	3845	1
6714	4318	1
6714	139341	-1
6722	2353	1
26188	2788	1
26188	2774	1
26188	2782	1
26188	51764	1
26189	2788	1
26189	2774	1
26189	2782	1
26189	51764	1
6751	2773	1
6751	2771	1
6751	2770	1
6750	5021	1
6750	6751	1
6750	9568	1
6750	6753	1
6750	6752	1
6750	2550	1
6750	2693	1
6750	56670	1
6750	154	1
6750	2867	1
6750	134	1
6750	3355	1
6750	4886	1
6750	5733	1
6750	1813	1
6750	8843	1
6750	1909	1
6750	3354	1
6750	3352	1
6750	338442	1
6750	3351	1
6750	3350	1
6750	1129	1
6750	1128	1
6750	27198	1
6750	6755	1
6750	6754	1
6753	2773	1
6753	2771	1
6753	2770	1
6752	2773	1
6752	2771	1
6752	2770	1
100271849	10365	1
5414	330	-1
5414	331	-1
5414	332	-1
5414	329	-1
51129	4023	-1
112399	3091	1
112398	3091	1
51135	7189	1
51135	6885	1
51135	8517	1
51135	3551	1
51135	3654	1
51135	257397	1
51135	10454	1
51135	23118	1
6755	2773	1
6755	2771	1
6755	2770	1
150681	2788	1
150681	2774	1
150681	2782	1
150681	51764	1
6773	8651	1
6773	122809	1
6773	2670	1
6773	9021	1
6773	4170	1
6773	595	1
6773	53342	1
6773	596	1
6773	4609	1
6773	894	1
6773	598	1
6773	896	1
6773	316	1
6773	5610	1
6773	9655	1
6773	1154	1
6773	5292	1
6773	1026	1
6773	8835	1
6773	8737	1
6773	30837	1
6773	9306	1
6772	8651	1
6772	122809	1
6772	2353	1
6772	3486	1
6772	2670	1
6772	3483	1
6772	9021	1
6772	4170	1
6772	5618	1
6772	595	1
6772	53342	1
6772	596	1
6772	4609	1
6772	598	1
6772	3479	1
6772	316	1
6772	3630	1
6772	5610	1
6772	7054	1
6772	1154	1
6772	2001	1
6772	3726	1
6772	1026	1
6772	8737	1
6772	9306	1
6772	6514	1
6772	6373	1
6772	7186	-1
6772	7189	-1
6772	2099	1
6772	2645	1
6772	3458	1
6772	894	1
6772	896	1
6772	30009	1
6772	3973	1
6772	3659	1
6772	4283	1
6772	8600	1
6772	9655	1
6772	2100	1
6772	3595	1
6772	3594	1
6772	5292	1
6772	1447	1
6772	8835	1
6772	30837	1
6772	3627	1
6775	8651	1
6775	122809	1
6775	2670	1
6775	9021	1
6775	4170	1
6775	595	1
6775	596	1
6775	3458	1
6775	4609	1
6775	894	1
6775	598	1
6775	896	1
6775	316	1
6775	5610	1
6775	30009	1
6775	9655	1
6775	1154	1
6775	3595	1
6775	3594	1
6775	5292	1
6775	1026	1
6775	8835	1
6775	8737	1
6775	30837	1
6775	9306	1
5443	4157	1
5443	3362	1
5443	2492	1
5443	3360	1
5443	153	1
5443	135	1
5443	2740	1
5443	117	1
5443	5732	1
5443	4985	1
5443	3973	1
5443	4986	1
5443	1816	1
5443	4987	1
5443	4988	1
5443	1812	1
5443	4161	1
5443	7253	1
5443	4881	1
5443	7434	1
5443	4160	1
5443	2696	1
5443	4158	1
5443	4159	1
5443	139760	1
6774	8651	1
6774	122809	1
6774	3486	1
6774	2670	1
6774	3483	1
6774	4170	1
6774	595	1
6774	596	1
6774	4609	1
6774	598	1
6774	3479	1
6774	3630	1
6774	10891	-1
6774	2309	1
6774	2308	1
6774	7054	1
6774	3091	1
6774	6514	1
6774	6097	1
6774	5562	-1
6774	5563	-1
6774	5443	1
6774	5564	-1
6774	5565	-1
6774	149233	1
6774	6095	1
6774	894	1
6774	896	1
6774	51422	-1
6774	3659	1
6774	50616	1
6774	5571	-1
6774	8600	1
6774	9655	1
6774	2100	1
6774	1374	1
6774	5292	1
6774	8835	1
6774	2353	1
6774	9021	1
6774	5618	1
6774	126129	1
6774	1375	1
6774	316	1
6774	5610	1
6774	9314	1
6774	1154	1
6774	2001	1
6774	3726	1
6774	1026	1
6774	53632	-1
6774	8737	1
6774	9306	1
6774	3605	1
6774	112744	1
6774	59067	1
6774	2099	1
6774	2645	1
6774	4303	1
6774	3973	1
6774	3594	1
6774	100132074	1
6774	1447	1
6774	30837	1
6786	93129	1
6786	84876	1
6786	80228	1
6777	8651	1
6777	122809	1
6777	2353	1
6777	3486	1
6777	2670	1
6777	3483	1
6777	9021	1
6777	4170	1
6777	2625	1
6777	5618	1
6777	3559	1
6777	595	1
6777	3558	1
6777	596	1
6777	4609	1
6777	598	1
6777	3479	1
6777	316	1
6777	3630	1
6777	5610	1
6777	7054	1
6777	1154	1
6777	2001	1
6777	3726	1
6777	1026	1
6777	3566	1
6777	3565	1
6777	8737	1
6777	9306	1
6777	6514	1
6777	2099	1
6777	2645	1
6777	894	1
6777	896	1
6777	3973	1
6777	3659	1
6777	8600	1
6777	9655	1
6777	2100	1
6777	5292	1
6777	1447	1
6777	8835	1
6777	30837	1
6777	50943	1
6776	8651	1
6776	122809	1
6776	2353	1
6776	3486	1
6776	2670	1
6776	3483	1
6776	9021	1
6776	4170	1
6776	2625	1
6776	5618	1
6776	3559	1
6776	595	1
6776	3558	1
6776	596	1
6776	4609	1
6776	598	1
6776	3479	1
6776	316	1
6776	3630	1
6776	5610	1
6776	7054	1
6776	1154	1
6776	2001	1
6776	3726	1
6776	1026	1
6776	3566	1
6776	3565	1
6776	8737	1
6776	9306	1
6776	6514	1
6776	2099	1
6776	2645	1
6776	894	1
6776	896	1
6776	3973	1
6776	3659	1
6776	8600	1
6776	9655	1
6776	2100	1
6776	5292	1
6776	1447	1
6776	8835	1
6776	30837	1
6776	50943	1
6778	8651	1
6778	122809	1
6778	2670	1
6778	9021	1
6778	4170	1
6778	2625	1
6778	3559	1
6778	595	1
6778	3558	1
6778	596	1
6778	4609	1
6778	894	1
6778	598	1
6778	896	1
6778	316	1
6778	5610	1
6778	9655	1
6778	1154	1
6778	5292	1
6778	1026	1
6778	3566	1
6778	3565	1
6778	8835	1
6778	8737	1
6778	30837	1
6778	9306	1
5449	2689	1
5449	2688	1
5449	1443	1
5449	1442	1
5460	6657	1
6790	80315	1
6790	132864	1
6790	22849	1
6790	64506	1
5462	6657	1
6794	5571	1
6794	23370	1
6794	5562	1
6794	53632	1
6794	5563	1
6794	5564	1
6794	5565	1
6794	51422	1
6794	4303	1
6794	2309	1
6794	100132074	1
6794	2308	1
5465	1582	1
5465	1581	1
5465	23205	1
5465	1579	1
5465	126129	1
5465	3158	1
5465	1376	1
5465	3157	1
5465	1375	1
5465	51	1
5465	51129	1
5465	10062	1
5465	92579	1
5465	4023	1
5465	116519	1
5465	1622	1
5465	79966	1
5465	5105	1
5465	5106	1
5465	6319	1
5465	5360	1
5465	8310	1
5465	4199	1
5465	23305	1
5465	10999	1
5465	335	1
5465	336	1
5465	2168	1
5465	10873	1
5465	30	1
5465	8309	1
5465	51703	1
5465	2180	1
5465	34	1
5465	6342	1
5465	9415	1
5465	376497	1
5465	1374	1
5465	2182	1
5465	81616	1
5465	7350	1
5465	2181	1
5465	1962	1
5465	345	1
5465	57818	1
5465	284541	1
5465	2538	1
6788	9113	1
6788	92597	1
6788	55233	1
6788	26524	1
6789	4303	1
6789	2309	1
6789	100132074	1
6789	2308	1
5473	729230	1
5473	7852	1
5473	1230	1
5473	1524	1
5473	2833	1
5473	1237	1
5473	3579	1
5473	1236	1
5473	1235	1
5473	10803	1
5473	1234	1
5473	3577	1
5473	643	1
5473	1233	1
5473	1232	1
5473	2829	1
5473	10663	1
5473	2826	1
51176	8312	1
51176	8313	1
51176	85409	1
51176	6591	1
51176	330	1
51176	595	1
51176	332	1
51176	4609	1
51176	894	1
51176	896	1
51176	4286	1
51176	8061	1
51176	85407	1
51176	5467	1
51176	329	1
51176	6657	1
51176	4316	1
51176	3725	1
148327	6770	1
148327	7422	1
148327	7424	1
148327	7423	1
148327	2353	1
148327	4170	1
148327	596	1
148327	126129	1
148327	359	1
148327	1375	1
148327	3630	1
148327	10891	1
148327	9658	1
148327	150094	1
148327	4286	1
148327	92579	1
148327	8600	1
148327	7038	1
148327	102724428	1
148327	1374	1
148327	7350	1
148327	57552	1
148327	1026	1
148327	1586	1
148327	1585	1
148327	2277	1
148327	1584	1
148327	57818	1
148327	5105	1
148327	5106	1
148327	627	1
148327	5449	1
148327	3725	1
148327	2538	1
5467	33	1
5467	8310	1
5467	4023	1
5467	1374	1
5467	5170	1
5467	7350	1
5467	2170	1
5467	126129	1
5467	3611	1
5467	1375	1
5467	7316	1
5467	51	1
5467	51129	1
5467	8309	1
5468	2353	1
5468	23205	1
5468	23305	1
5468	10999	1
5468	126129	1
5468	1375	1
5468	2167	1
5468	51129	1
5468	51703	1
5468	2180	1
5468	10062	1
5468	4023	1
5468	376497	1
5468	440503	1
5468	10580	1
5468	1374	1
5468	1593	1
5468	9370	1
5468	729359	1
5468	2182	1
5468	81616	1
5468	7350	1
5468	2181	1
5468	364	1
5468	2712	1
5468	123	1
5468	2710	1
5468	79966	1
5468	5346	1
5468	4312	1
5468	4973	1
5468	5105	1
5468	5106	1
5468	6319	1
5468	948	1
347468	2788	1
347468	2774	1
347468	2782	1
347468	51764	1
4153	720	1
4153	721	1
4153	717	1
4157	2778	1
10670	84335	1
10670	64223	1
10670	57521	1
10670	2475	1
10670	64798	1
10673	115650	1
10673	23495	1
10673	608	1
10672	5294	1
10672	5321	1
10672	9138	1
10672	23365	1
10672	23533	1
10672	8681	1
10672	123745	1
10672	283748	1
10672	387	1
10672	552	1
10672	146850	1
10672	100137049	1
10672	553	1
10672	255189	1
10672	8605	1
10672	9826	1
10672	814	1
10672	11214	1
10672	6714	1
89780	8321	1
89780	4040	1
89780	8322	1
89780	4041	1
89780	2535	1
89780	8325	1
89780	8326	1
89780	8323	1
89780	8324	1
89780	7855	1
89780	7976	1
89780	11211	1
5494	5608	-1
5494	5609	-1
5494	6416	-1
5494	5606	-1
5495	6885	-1
5499	9586	-1
5499	5261	-1
5499	1385	-1
5499	79054	-1
5499	59283	-1
5499	59285	-1
5499	59284	-1
5499	5260	-1
5499	995	1
5499	2904	-1
5499	5933	1
5499	2903	-1
5499	5934	1
5499	10413	1
5499	5350	1
5499	51806	-1
5499	90993	-1
5499	64764	-1
5499	93589	-1
5499	2998	1
5499	2997	1
5499	148327	-1
5499	27091	-1
5499	801	-1
5499	805	-1
5499	27092	-1
5499	808	-1
5499	2892	-1
5499	2891	-1
5499	2890	-1
5499	58498	-1
5499	775	-1
5499	776	-1
5499	810	-1
5499	778	-1
5499	93408	-1
5499	779	-1
5499	815	-1
5499	816	-1
5499	817	-1
5499	818	-1
5499	91860	-1
5499	6262	-1
5499	9254	-1
5499	25937	1
5499	5255	-1
5499	163688	-1
5499	5256	-1
5499	5257	-1
5499	781	-1
5499	782	-1
5499	783	-1
5499	784	-1
5499	55799	-1
5499	785	-1
5499	786	-1
5499	29895	-1
5499	2893	-1
5499	84699	-1
5499	4633	-1
5499	10488	-1
5499	4636	-1
5499	10369	-1
5499	10368	-1
5499	5925	1
4158	2778	1
10681	5581	1
10681	3760	1
10681	4893	1
10681	57580	1
10681	111	-1
10681	112	-1
10681	146850	1
10681	113	-1
10681	114	-1
10681	115	-1
10681	22800	1
10681	5594	1
10681	5595	1
10681	6323	-1
10681	23533	1
10681	53632	1
10681	3762	1
10681	3763	1
10681	6237	1
10681	3765	1
10681	3845	1
10681	196883	-1
10681	5562	1
10681	5563	1
10681	5564	1
10681	5565	1
10681	3265	1
10681	773	-1
10681	774	-1
10681	775	-1
10681	1432	1
10681	776	-1
10681	778	-1
10681	5599	1
10681	22808	1
10681	779	-1
10681	51422	1
10681	8503	1
10681	814	1
10681	5294	1
10681	5295	1
10681	5296	1
10681	5571	1
10681	5330	1
10681	5331	1
10681	6300	1
10681	5332	1
10681	5290	1
10681	23236	1
10681	5291	1
10681	5293	1
10681	107	-1
10681	108	-1
10681	5600	1
10681	109	-1
10681	5601	1
10681	5602	1
10681	5603	1
10681	5923	1
10681	5924	1
10683	4851	1
10683	4853	1
10683	4854	1
10683	4855	1
4170	10018	-1
119764	2788	1
119764	2774	1
119764	2782	1
119764	51764	1
119765	2788	1
119765	2774	1
119765	2782	1
119765	51764	1
144715	545	1
83593	3683	1
83593	3684	1
83593	5499	1
83593	28996	1
83593	4193	-1
83593	147746	1
83593	204851	1
83593	5500	1
83593	5501	1
83593	3676	1
83593	3688	1
83593	6789	1
83593	3689	1
83593	10114	1
94235	5581	1
94235	3760	1
94235	4893	1
94235	57580	1
94235	111	-1
94235	112	-1
94235	146850	1
94235	113	-1
94235	114	-1
94235	115	-1
94235	22800	1
94235	5594	1
94235	5595	1
94235	6323	-1
94235	23533	1
94235	53632	1
94235	3762	1
94235	3763	1
94235	6237	1
94235	3765	1
94235	3845	1
94235	196883	-1
94235	5562	1
94235	5563	1
94235	5564	1
94235	5565	1
94235	3265	1
94235	773	-1
94235	774	-1
94235	775	-1
94235	1432	1
94235	776	-1
94235	778	-1
94235	5599	1
94235	22808	1
94235	779	-1
94235	51422	1
94235	8503	1
94235	814	1
94235	5294	1
94235	5295	1
94235	5296	1
94235	5571	1
94235	5330	1
94235	5331	1
94235	6300	1
94235	5332	1
94235	5290	1
94235	23236	1
94235	5291	1
94235	5293	1
94235	107	-1
94235	108	-1
94235	5600	1
94235	109	-1
94235	5601	1
94235	5602	1
94235	5603	1
94235	5923	1
94235	5924	1
1909	2768	1
1909	9630	1
1909	3759	-1
1909	2767	1
1909	2776	1
1909	2773	1
1909	7225	1
1909	2771	1
1909	2770	1
1909	10672	1
1909	2769	1
1908	5021	1
1908	6751	1
1908	9568	1
1908	6752	1
1908	2550	1
1908	2693	1
1908	56670	1
1908	1910	1
1908	154	1
1908	2867	1
1908	134	1
1908	3355	1
1908	4886	1
1908	5733	1
1908	1813	1
1908	8843	1
1908	1909	1
1908	3354	1
1908	3352	1
1908	338442	1
1908	3351	1
1908	3350	1
1908	1129	1
1908	1128	1
1908	27198	1
1908	6755	1
119749	2788	1
119749	2774	1
119749	2782	1
119749	51764	1
1907	5021	1
1907	6751	1
1907	9568	1
1907	6752	1
1907	2550	1
1907	2693	1
1907	56670	1
1907	1910	1
1907	154	1
1907	2867	1
1907	134	1
1907	3355	1
1907	4886	1
1907	5733	1
1907	1813	1
1907	8843	1
1907	1909	1
1907	3354	1
1907	3352	1
1907	338442	1
1907	3351	1
1907	3350	1
1907	1129	1
1907	1128	1
1907	27198	1
1907	6755	1
1906	5021	1
1906	6751	1
1906	9568	1
1906	6752	1
1906	2550	1
1906	2693	1
1906	56670	1
1906	1910	1
1906	154	1
1906	2867	1
1906	134	1
1906	3355	1
1906	4886	1
1906	5733	1
1906	1813	1
1906	8843	1
1906	1909	1
1906	3354	1
1906	3352	1
1906	338442	1
1906	3351	1
1906	3350	1
1906	1129	1
1906	1128	1
1906	27198	1
1906	6755	1
1903	2768	1
1903	2776	1
1903	2773	1
1903	2771	1
1903	2770	1
1903	10672	1
1902	5294	1
1902	5330	1
1902	5331	1
1902	5332	1
1902	2771	1
1902	2770	1
1902	23236	1
1902	23533	1
1902	2768	1
1902	2778	1
1902	146850	1
1902	2776	1
1902	2773	1
1902	10672	1
197259	54822	1
197259	114548	1
197259	192111	1
1901	2773	1
1901	2771	1
1901	2770	1
4194	7157	-1
4194	4193	1
4193	7157	-1
4193	5156	-1
4193	2264	-1
4193	2263	-1
4193	3593	-1
4193	3592	-1
4193	2261	-1
4193	1956	-1
4193	3480	-1
4193	5925	-1
1910	9630	1
1910	2768	1
1910	2767	1
1910	2776	1
1910	2775	1
1910	2773	1
1910	7225	1
1910	2771	1
1910	2770	1
1910	10672	1
1910	2769	1
117145	10000	-1
117145	207	-1
117145	208	-1
120787	2788	1
120787	2774	1
120787	2782	1
120787	51764	1
118471	6794	1
94274	4660	-1
94274	54776	-1
94274	5499	-1
94274	5500	-1
94274	5501	-1
94274	4659	-1
1943	4233	1
1943	3480	1
1943	4804	1
1943	1436	1
1943	3815	1
1943	2324	1
1943	2322	1
1943	2321	1
1943	2046	1
1943	5159	1
1943	1956	1
1943	7010	1
1943	285220	1
1943	3791	1
1943	5156	1
1943	2045	1
1943	2066	1
1943	2264	1
1943	2044	1
1943	2065	1
1943	2263	1
1943	2043	1
1943	2064	1
1943	2042	1
1943	2261	1
1943	2041	1
1943	2260	1
1943	4914	1
1943	4915	1
1943	2534	1
1943	3643	1
1943	5921	1
1943	1969	1
1942	4233	1
1942	3480	1
1942	4804	1
1942	1436	1
1942	3815	1
1942	2324	1
1942	2322	1
1942	2321	1
1942	2046	1
1942	5159	1
1942	1956	1
1942	7010	1
1942	285220	1
1942	3791	1
1942	5156	1
1942	2045	1
1942	2066	1
1942	2264	1
1942	2044	1
1942	2065	1
1942	2263	1
1942	2043	1
1942	2064	1
1942	2042	1
1942	2261	1
1942	2041	1
1942	2260	1
1942	4914	1
1942	4915	1
1942	2534	1
1942	3643	1
1942	5921	1
1942	1969	1
120775	2788	1
120775	2774	1
120775	2782	1
120775	51764	1
120776	2788	1
120776	2774	1
120776	2782	1
120776	51764	1
1949	8440	1
1949	2049	1
1949	2048	1
1949	2047	1
1949	2051	1
1949	2050	1
1948	8440	1
1948	2049	1
1948	2048	1
1948	2047	1
1948	2051	1
1948	2050	1
1947	8440	1
1947	2049	1
1947	2048	1
1947	2047	1
1947	2051	1
1947	2050	1
1946	4233	1
1946	3480	1
1946	4804	1
1946	1436	1
1946	3815	1
1946	2324	1
1946	2322	1
1946	2321	1
1946	2046	1
1946	5159	1
1946	1956	1
1946	7010	1
1946	285220	1
1946	3791	1
1946	5156	1
1946	2045	1
1946	2066	1
1946	2264	1
1946	2044	1
1946	2065	1
1946	2263	1
1946	2043	1
1946	2064	1
1946	2042	1
1946	2261	1
1946	2041	1
1946	2260	1
1946	4914	1
1946	4915	1
1946	2534	1
1946	3643	1
1946	5921	1
1946	1969	1
1945	4233	1
1945	3480	1
1945	4804	1
1945	1436	1
1945	3815	1
1945	2324	1
1945	2322	1
1945	2321	1
1945	2046	1
1945	5159	1
1945	1956	1
1945	7010	1
1945	285220	1
1945	3791	1
1945	5156	1
1945	2045	1
1945	2066	1
1945	2264	1
1945	2044	1
1945	2065	1
1945	2263	1
1945	2043	1
1945	2064	1
1945	2042	1
1945	2261	1
1945	2041	1
1945	2260	1
1945	4914	1
1945	4915	1
1945	2534	1
1945	3643	1
1945	5921	1
1945	1969	1
1944	4233	1
1944	3480	1
1944	4804	1
1944	1436	1
1944	3815	1
1944	2324	1
1944	2322	1
1944	2321	1
1944	2046	1
1944	5159	1
1944	1956	1
1944	7010	1
1944	285220	1
1944	3791	1
1944	5156	1
1944	2045	1
1944	2066	1
1944	2264	1
1944	2044	1
1944	2065	1
1944	2263	1
1944	2043	1
1944	2064	1
1944	2042	1
1944	2261	1
1944	2041	1
1944	2260	1
1944	4914	1
1944	4915	1
1944	2534	1
1944	3643	1
1944	5921	1
1944	1969	1
1954	6608	-1
1950	4233	1
1950	3480	1
1950	4804	1
1950	3815	1
1950	1436	1
1950	2324	1
1950	2322	1
1950	2321	1
1950	5159	1
1950	1956	1
1950	7010	1
1950	3791	1
1950	5156	1
1950	2066	1
1950	2264	1
1950	2065	1
1950	2263	1
1950	2064	1
1950	2261	1
1950	2260	1
1950	4914	1
1950	4915	1
1950	3643	1
1950	1969	1
1950	3645	1
51100	285973	1
51100	7405	1
51100	79065	1
1958	5741	-1
1958	6696	1
51107	4851	1
51107	4853	1
51107	4854	1
51107	4855	1
1956	4690	1
1956	5781	1
1956	6654	1
1956	2885	1
1956	1499	-1
1956	1399	1
1956	1398	1
1956	5335	1
1956	5336	1
1956	8503	1
1956	399694	1
1956	2549	1
1956	25759	1
1956	5295	1
1956	5296	1
1956	8440	1
1956	5594	1
1956	5330	1
1956	5595	1
1956	5331	1
1956	6464	1
1956	5332	1
1956	5290	1
1956	23236	1
1956	5291	1
1956	5293	1
1956	1500	-1
1956	6777	1
1956	867	1
1956	6776	1
1956	6655	1
1956	53358	1
1956	868	1
1956	9846	1
1956	3667	1
1956	6714	1
1956	5747	1
1956	5604	1
1956	5605	1
64422	11345	1
64422	23710	1
64422	11337	1
1965	468	1
119774	2788	1
119774	2774	1
119774	2782	1
119774	51764	1
119772	2788	1
119772	2774	1
119772	2782	1
119772	51764	1
1969	25759	1
1969	5330	1
1969	25	1
1969	5331	1
1969	6464	1
1969	5332	1
1969	23236	1
1969	2885	1
1969	1399	1
1969	25791	1
1969	1398	1
1969	53358	1
1969	399694	1
1969	5921	1
1969	3667	1
1967	1965	1
1967	8894	1
1967	1968	1
1975	1974	1
1975	1973	1
57223	200186	-1
1979	3306	1
1979	3305	1
1979	3304	1
1979	3303	1
1979	1410	1
1979	3312	1
1979	3310	1
1979	6647	1
1979	6648	1
1978	253314	-1
1978	9470	-1
1978	1977	-1
9002	2778	1
9002	2776	1
9002	10672	1
84867	5594	-1
84867	5595	-1
84867	6300	-1
84867	1432	-1
84867	5599	-1
84867	5600	-1
84867	5601	-1
84867	5602	-1
84867	5603	-1
283869	2832	1
283869	2831	1
401427	2788	1
401427	2774	1
401427	2782	1
401427	51764	1
1994	595	1
1994	8900	1
1994	890	1
340061	9641	1
340061	29110	1
120796	2788	1
120796	2774	1
120796	2782	1
120796	51764	1
143496	2788	1
143496	2774	1
143496	2782	1
143496	51764	1
120793	2788	1
120793	2774	1
120793	2782	1
120793	51764	1
27445	5864	1
9021	7297	-1
9021	8660	-1
9021	6772	-1
9021	6774	-1
9021	8471	-1
9021	3716	-1
9021	3717	-1
9021	3718	-1
9021	6777	-1
9021	6776	-1
9021	3643	-1
9021	3667	-1
9021	3953	-1
9020	4790	1
9020	4791	1
9020	1147	1
9020	5970	1
9020	6885	1
9020	5971	1
9020	3551	1
9020	8517	1
9020	257397	1
9020	10454	1
9020	23118	1
84870	54894	-1
84870	84133	-1
27429	330	-1
27429	331	-1
27429	332	-1
27429	329	-1
9054	7263	1
9054	27304	1
9054	4357	1
57292	5781	1
57292	1026	1
57292	5777	1
26100	89849	1
26100	55054	1
653166	2788	1
653166	2774	1
653166	2782	1
653166	51764	1
9063	6773	-1
9063	6772	-1
9063	6775	-1
9063	6774	-1
9063	6777	-1
9063	6776	-1
9063	6778	-1
9064	5608	1
9064	5606	1
201163	64121	1
201163	10670	1
201163	58528	1
201163	10325	1
10787	55845	-1
10787	8936	-1
442184	2788	1
442184	2774	1
442184	2782	1
442184	51764	1
442185	2788	1
442185	2774	1
442185	2782	1
442185	51764	1
442186	2788	1
442186	2774	1
442186	2782	1
442186	51764	1
9088	983	-1
442179	2788	1
442179	2774	1
442179	2782	1
442179	51764	1
10758	4790	1
10758	5970	1
130075	2788	1
130075	2774	1
130075	2782	1
130075	51764	1
390431	2788	1
390431	2774	1
390431	2782	1
390431	51764	1
390432	2788	1
390432	2774	1
390432	2782	1
390432	51764	1
390433	2788	1
390433	2774	1
390433	2782	1
390433	51764	1
390436	2788	1
390436	2774	1
390436	2782	1
390436	51764	1
390437	2788	1
390437	2774	1
390437	2782	1
390437	51764	1
83706	3690	1
83706	3674	1
390439	2788	1
390439	2774	1
390439	2782	1
390439	51764	1
341418	2788	1
341418	2774	1
341418	2782	1
341418	51764	1
341416	2788	1
341416	2774	1
341416	2782	1
341416	51764	1
138804	2788	1
138804	2774	1
138804	2782	1
138804	51764	1
138805	2788	1
138805	2774	1
138805	2782	1
138805	51764	1
138802	2788	1
138802	2774	1
138802	2782	1
138802	51764	1
138803	2788	1
138803	2774	1
138803	2782	1
138803	51764	1
390441	2788	1
390441	2774	1
390441	2782	1
390441	51764	1
390442	2788	1
390442	2774	1
390442	2782	1
390442	51764	1
390445	2788	1
390445	2774	1
390445	2782	1
390445	51764	1
10744	9700	-1
5509	5261	-1
5509	808	-1
5509	91860	-1
5509	51806	-1
5509	5255	-1
5509	163688	-1
5509	5256	-1
5509	5257	-1
5509	5260	-1
5509	2998	1
5509	2997	1
5509	810	-1
5509	801	-1
5509	805	-1
10747	720	1
10747	721	1
10747	717	1
10746	5607	1
10746	5608	1
10746	5606	1
5500	9586	-1
5500	5261	-1
5500	1385	-1
5500	79054	-1
5500	59283	-1
5500	59285	-1
5500	59284	-1
5500	5260	-1
5500	995	1
5500	2904	-1
5500	5933	1
5500	2903	-1
5500	5934	1
5500	10413	1
5500	5350	1
5500	51806	-1
5500	90993	-1
5500	64764	-1
5500	93589	-1
5500	2998	1
5500	2997	1
5500	148327	-1
5500	27091	-1
5500	801	-1
5500	805	-1
5500	27092	-1
5500	808	-1
5500	2892	-1
5500	2891	-1
5500	2890	-1
5500	58498	-1
5500	775	-1
5500	776	-1
5500	810	-1
5500	778	-1
5500	93408	-1
5500	779	-1
5500	815	-1
5500	816	-1
5500	817	-1
5500	818	-1
5500	91860	-1
5500	6262	-1
5500	9254	-1
5500	25937	1
5500	5255	-1
5500	163688	-1
5500	5256	-1
5500	5257	-1
5500	781	-1
5500	782	-1
5500	783	-1
5500	784	-1
