#start	end	weight
2784	5331	1
2784	6300	1
2784	5332	1
2784	5136	1
2784	5290	1
2784	23236	1
2784	5291	1
2784	5293	1
2784	107	-1
2784	108	-1
2784	5600	1
2784	109	-1
2784	5601	1
2784	5602	1
2784	5603	1
2784	5923	1
2784	5924	1
1452	6608	1
2783	5581	1
2783	3760	1
2783	4893	1
2783	57580	1
2783	111	-1
2783	112	-1
2783	146850	1
2783	113	-1
2783	114	-1
2783	115	-1
2783	22800	1
2783	5594	1
2783	5595	1
2783	6323	-1
2783	23533	1
2783	53632	1
2783	3762	1
2783	3763	1
2783	6237	1
2783	3765	1
2783	3845	1
2783	196883	-1
2783	5562	1
2783	5563	1
2783	5564	1
2783	5565	1
2783	3265	1
2783	773	-1
2783	774	-1
2783	775	-1
2783	1432	1
2783	776	-1
2783	778	-1
2783	5599	1
2783	22808	1
2783	779	-1
2783	51422	1
2783	8503	1
2783	814	1
2783	5294	1
2783	5295	1
2783	5296	1
2783	5571	1
2783	5330	1
2783	5331	1
2783	6300	1
2783	5332	1
2783	5290	1
2783	23236	1
2783	5291	1
2783	5293	1
2783	107	-1
2783	108	-1
2783	5600	1
2783	109	-1
2783	5601	1
2783	5602	1
2783	5603	1
2783	5923	1
2783	5924	1
2798	2778	1
2798	2767	1
2798	2776	1
2797	2798	1
2796	2798	1
27094	775	-1
27094	776	-1
27094	778	-1
27094	779	-1
341799	2788	1
341799	2774	1
341799	2782	1
341799	51764	1
91662	4790	-1
91662	5970	-1
1495	7532	1
1495	7531	1
1495	7534	1
1495	7533	1
1495	7529	1
1495	10971	1
1489	9466	1
1489	4352	1
1489	149233	1
1489	3563	1
1489	3561	1
1489	9180	1
1489	3560	1
1489	2690	1
1489	3460	1
1489	3581	1
1489	5618	1
1489	3559	1
1489	3459	1
1489	116379	1
1489	3455	1
1489	3598	1
1489	3454	1
1489	3575	1
1489	3597	1
1489	5159	1
1489	3953	1
1489	1439	1
1489	1956	1
1489	3977	1
1489	50615	1
1489	1438	1
1489	163702	1
1489	5156	1
1489	3595	1
1489	3572	1
1489	3594	1
1489	1271	1
1489	3570	1
1489	64109	1
1489	3590	1
1489	3568	1
1489	3601	1
1489	3566	1
1489	3588	1
1489	3587	1
1489	58985	1
1489	1441	1
1489	2057	1
1489	53833	1
1489	53832	1
1488	11317	-1
1488	3516	-1
1488	83439	-1
1488	51176	-1
1488	6932	-1
1488	6934	-1
1487	11317	-1
1487	3516	-1
1487	83439	-1
1487	51176	-1
1487	6932	-1
1487	6934	-1
27071	5880	1
27071	5881	1
27071	5879	1
100505767	1017	1
100505767	983	1
100505767	995	1
1499	9223	1
1499	9863	1
1499	595	1
1499	83439	1
1499	6929	-1
1499	894	1
1499	1499	1
1499	896	1
1499	999	1
1499	260425	1
1499	51176	1
1499	6932	1
1499	6934	1
1496	7532	1
1496	7531	1
1496	7534	1
1496	7533	1
1496	7529	1
1496	10971	1
27040	5594	1
27040	5595	1
27040	6300	1
27040	8631	1
27040	3937	1
27040	2885	1
27040	2533	1
27040	1432	1
27040	5335	1
27040	5599	1
27040	5336	1
27040	5600	1
27040	5601	1
27040	5602	1
27040	5603	1
90353	348180	1
602	6361	1
602	3569	-1
602	51561	-1
602	3586	1
602	6367	1
602	3593	-1
602	3592	-1
401994	2788	1
401994	2774	1
401994	2782	1
401994	51764	1
401993	2788	1
401993	2774	1
401993	2782	1
401993	51764	1
401992	2788	1
401992	2774	1
401992	2782	1
401992	51764	1
8900	990	-1
8900	1871	-1
8900	1870	-1
8900	1869	-1
8900	4605	1
340419	54894	-1
340419	84133	-1
623	9630	1
623	55970	1
623	2767	1
623	2776	1
623	2769	1
624	9630	1
624	55970	1
624	2767	1
624	2776	1
624	2773	1
624	2771	1
624	2770	1
624	2769	1
627	7010	1
627	3791	1
627	5156	1
627	4233	1
627	2066	1
627	2264	1
627	2065	1
627	2263	1
627	2064	1
627	2261	1
627	2260	1
627	3480	1
627	4804	1
627	4914	1
627	1436	1
627	3815	1
627	4915	1
627	2324	1
627	2322	1
627	2321	1
627	5159	1
627	3643	1
627	1969	1
627	1956	1
629	718	1
8915	5295	1
8915	5296	1
8915	5594	1
8915	6300	1
8915	5595	1
8915	3551	1
8915	5290	1
8915	5291	1
8915	5293	1
8915	1147	1
8915	1432	1
8915	841	1
8915	5599	1
8915	8517	1
8915	5600	1
8915	5601	1
8915	8503	1
8915	5602	1
8915	5603	1
23566	2768	1
23566	5294	1
23566	2778	1
23566	5330	1
23566	146850	1
23566	2776	1
23566	5331	1
23566	5332	1
23566	10672	1
23566	23236	1
23566	23533	1
637	596	-1
637	598	-1
637	54205	1
637	581	1
10254	7297	1
10254	3716	1
10254	3717	1
10254	3718	1
375189	60	1
375189	71	1
55970	5063	1
55970	5581	1
55970	3760	1
55970	4893	1
55970	57144	1
55970	57580	1
55970	5062	1
55970	111	-1
55970	112	-1
55970	146850	1
55970	113	-1
55970	114	-1
55970	115	-1
55970	10298	1
55970	22800	1
55970	5594	1
55970	5595	1
55970	6323	-1
55970	23533	1
55970	53632	1
55970	89846	1
55970	3762	1
55970	3763	1
55970	6237	1
55970	3765	1
55970	3845	1
55970	196883	-1
55970	5562	1
55970	5563	1
55970	5564	1
55970	5565	1
55970	3265	1
55970	773	-1
55970	774	-1
55970	775	-1
55970	1432	1
55970	776	-1
55970	2245	1
55970	778	-1
55970	5599	1
55970	22808	1
55970	779	-1
55970	51422	1
55970	8503	1
55970	814	1
55970	5294	1
55970	5295	1
55970	5296	1
55970	5571	1
55970	5330	1
55970	5331	1
55970	6300	1
55970	5332	1
55970	5058	1
55970	5290	1
55970	23236	1
55970	5291	1
55970	5293	1
55970	107	-1
55970	108	-1
55970	5600	1
55970	109	-1
55970	5601	1
55970	5602	1
55970	5603	1
55970	5922	1
55970	5923	1
55970	106821730	1
55970	5924	1
55970	56924	1
643	3717	1
643	3718	1
643	2773	1
643	2771	1
643	2770	1
79923	5460	1
79923	5462	1
10266	2778	1
10268	2778	1
10267	2778	1
8936	10093	1
8936	10109	1
8936	10092	1
8936	10095	1
8936	10094	1
8936	81873	1
8936	10552	1
8936	60	1
8936	71	1
650	269	1
650	90	1
650	657	1
650	92	1
650	658	1
650	93	1
650	659	1
652	269	1
652	90	1
652	657	1
652	658	1
652	92	1
652	659	1
652	93	1
653	269	1
653	90	1
653	657	1
653	92	1
653	658	1
653	93	1
653	659	1
654	269	1
654	90	1
654	657	1
654	92	1
654	658	1
654	93	1
654	659	1
655	269	1
655	90	1
655	657	1
655	92	1
655	658	1
655	93	1
655	659	1
656	5571	-1
656	5562	-1
656	5563	-1
656	5564	-1
656	5565	-1
656	53632	-1
656	269	1
656	90	1
656	657	1
656	92	1
656	658	1
656	51422	-1
656	93	1
656	659	1
8945	25937	-1
8945	5187	-1
8945	8864	-1
8945	8863	-1
8945	4193	-1
8945	2735	-1
8945	26271	-1
8945	1499	-1
8945	286151	-1
8945	10413	-1
8945	2737	-1
8945	2736	-1
657	4090	1
657	4093	1
657	1432	-1
657	4086	1
657	5594	-1
657	5595	-1
657	6300	-1
657	5600	-1
657	5603	-1
658	4086	1
658	5594	-1
658	5595	-1
658	6300	-1
658	4090	1
658	4093	1
658	1432	-1
658	5600	-1
658	3984	1
658	5603	-1
659	4086	1
659	5594	-1
659	5595	-1
659	6300	-1
659	1432	-1
659	5600	-1
659	3984	1
659	4090	1
659	5603	-1
659	4093	1
10235	22800	1
10235	5321	1
10235	4893	1
10235	3265	1
10235	8681	1
10235	123745	1
10235	283748	1
10235	5906	1
10235	100137049	1
10235	5908	1
10235	255189	1
10235	22808	1
10235	8605	1
10235	6237	1
10235	3845	1
6300	6097	1
6300	7442	1
6300	8550	1
6300	4772	1
6300	3662	1
6300	4773	1
6300	2353	1
6300	9261	1
6300	6095	1
6300	2005	1
6300	994	1
6300	995	1
6300	2002	1
6300	10891	1
6300	4303	1
6300	4149	1
6300	2309	1
6300	2308	1
6300	4208	1
6300	5594	1
6300	5595	1
6300	8986	1
6300	7157	1
6300	8061	1
6300	1051	1
6300	9252	1
6300	581	1
6300	100132074	1
6300	3726	1
6300	3727	1
6300	1029	1
6300	2355	1
6300	1386	1
6300	2354	1
6300	10000	-1
6300	4775	1
6300	207	-1
6300	208	-1
6300	7867	1
6300	1649	1
6300	3725	1
664	596	-1
664	598	-1
664	6009	-1
10242	775	-1
10242	776	-1
10242	778	-1
10242	779	-1
23529	3572	1
23529	1271	1
23529	3977	1
6310	11317	-1
6310	3516	-1
8973	3717	1
245973	55004	1
245973	389541	1
245973	8649	1
245973	10542	1
245973	28956	1
53342	9466	1
53342	4352	1
53342	149233	1
53342	3563	1
53342	3561	1
53342	9180	1
53342	3560	1
53342	2690	1
53342	3460	1
53342	3581	1
53342	5618	1
53342	3716	1
53342	3559	1
53342	3717	1
53342	3459	1
53342	116379	1
53342	3455	1
53342	3598	1
53342	3454	1
53342	3575	1
53342	3597	1
53342	5159	1
53342	3953	1
53342	1439	1
53342	1956	1
53342	3977	1
53342	50615	1
53342	1438	1
53342	7297	1
53342	163702	1
53342	5156	1
53342	3595	1
53342	3572	1
53342	3594	1
53342	1271	1
53342	3570	1
53342	64109	1
53342	3590	1
53342	3568	1
53342	3601	1
53342	3566	1
53342	3588	1
53342	3587	1
53342	58985	1
53342	1441	1
53342	2057	1
53342	53833	1
53342	53832	1
673	5604	1
673	5605	1
675	5888	1
675	5889	1
6303	246	1
158131	2788	1
158131	2774	1
158131	2782	1
158131	51764	1
23538	2788	1
23538	2774	1
23538	2782	1
23538	51764	1
8986	9586	1
8986	1388	1
8986	90993	1
8986	468	1
8986	64764	1
8986	1386	1
8986	148327	1
8986	84699	1
8986	1385	1
8986	10488	1
23533	4893	1
23533	10000	1
23533	3265	1
23533	207	1
23533	208	1
23533	3845	1
23533	1956	1
685	2066	1
685	1956	1
53358	2885	1
53358	6654	1
53358	6655	1
53358	6714	1
8976	10093	1
8976	10109	1
8976	10092	1
8976	10095	1
8976	10094	1
8976	81873	1
8976	60	1
8976	71	1
8976	10552	1
6335	255022	1
8994	9113	-1
8994	60485	-1
8994	26524	-1
8995	8784	1
695	1147	1
695	5335	1
695	5336	1
695	8517	1
695	3551	1
699	10459	1
699	4085	1
699	151648	1
699	8379	1
6326	255022	1
6328	255022	1
6344	2778	1
6343	6344	1
6346	729230	1
6346	7852	1
6346	1230	1
6346	1524	1
6346	2833	1
6346	1237	1
6346	1236	1
6346	3579	1
6346	1235	1
6346	10803	1
6346	1234	1
6346	3577	1
6346	643	1
6346	1233	1
6346	1232	1
6346	51554	1
6346	2829	1
6346	10663	1
6346	2826	1
23513	25937	-1
23513	10413	-1
79981	6788	1
5008	9466	1
5008	4352	1
5008	149233	1
5008	3563	1
5008	3561	1
5008	9180	1
5008	3560	1
5008	2690	1
5008	3460	1
5008	3581	1
5008	5618	1
5008	3559	1
5008	3716	1
5008	3459	1
5008	3717	1
5008	3718	1
5008	116379	1
5008	3455	1
5008	3598	1
5008	3454	1
5008	3575	1
5008	3597	1
5008	5159	1
5008	3953	1
5008	1439	1
5008	1956	1
5008	3977	1
5008	50615	1
5008	1438	1
5008	163702	1
5008	5156	1
5008	3595	1
5008	3572	1
5008	3594	1
5008	1271	1
5008	3570	1
5008	64109	1
5008	3590	1
5008	3568	1
5008	3601	1
5008	3566	1
5008	3588	1
5008	3587	1
5008	58985	1
5008	1441	1
5008	2057	1
5008	53833	1
5008	53832	1
10203	2778	1
6351	729230	1
6351	7852	1
6351	1230	1
6351	1524	1
6351	2833	1
6351	1237	1
6351	1236	1
6351	3579	1
6351	1235	1
6351	1234	1
6351	10803	1
6351	3577	1
6351	643	1
6351	1233	1
6351	1232	1
6351	2829	1
6351	10663	1
6351	2826	1
5020	5021	1
5020	6751	1
5020	9568	1
5020	6752	1
5020	2550	1
5020	2693	1
5020	56670	1
5020	154	1
5020	2867	1
5020	134	1
5020	3355	1
5020	4886	1
5020	5733	1
5020	1813	1
5020	8843	1
5020	1909	1
5020	3354	1
5020	3352	1
5020	338442	1
5020	3351	1
5020	3350	1
5020	1129	1
5020	1128	1
5020	27198	1
5020	6755	1
5021	2771	1
5021	2770	1
5021	59283	1
5021	59285	1
5021	59284	1
5021	2767	1
5021	775	1
5021	776	1
5021	778	1
5021	779	1
5021	2769	1
5021	9630	1
5021	9254	1
5021	93589	1
5021	781	1
5021	2778	1
5021	782	1
5021	783	1
5021	387	1
5021	2776	1
5021	784	1
5021	2775	1
5021	55799	1
5021	785	1
5021	786	1
5021	2773	1
5021	27091	1
5021	10369	1
5021	27092	1
5021	10368	1
6352	729230	1
6352	7852	1
6352	1230	1
6352	1524	1
6352	2833	1
6352	1237	1
6352	1236	1
6352	3579	1
6352	1235	1
6352	1234	1
6352	10803	1
6352	3577	1
6352	643	1
6352	1233	1
6352	1232	1
6352	2829	1
6352	10663	1
6352	2826	1
6355	729230	1
6355	7852	1
6355	1230	1
6355	1524	1
6355	2833	1
6355	1237	1
6355	1236	1
6355	3579	1
6355	1235	1
6355	1234	1
6355	10803	1
6355	3577	1
6355	643	1
6355	1233	1
6355	1232	1
6355	51554	1
6355	2829	1
6355	10663	1
6355	2826	1
6354	729230	1
6354	7852	1
6354	1230	1
6354	1524	1
6354	2833	1
6354	1237	1
6354	1236	1
6354	3579	1
6354	1235	1
6354	10803	1
6354	1234	1
6354	3577	1
6354	643	1
6354	1233	1
6354	1232	1
6354	2829	1
6354	10663	1
6354	2826	1
6357	729230	1
6357	7852	1
6357	1230	1
6357	1524	1
6357	2833	1
6357	1237	1
6357	1236	1
6357	3579	1
6357	1235	1
6357	10803	1
6357	1234	1
6357	3577	1
6357	643	1
6357	1233	1
6357	1232	1
6357	51554	1
6357	2829	1
6357	10663	1
6357	2826	1
6356	729230	1
6356	7852	1
6356	1230	1
6356	1524	1
6356	2833	1
6356	1237	1
6356	1236	1
6356	3579	1
6356	1235	1
6356	10803	1
6356	1234	1
6356	3577	1
6356	643	1
6356	1233	1
6356	1232	1
6356	2829	1
6356	10663	1
6356	2826	1
117579	51289	1
117579	122042	1
117579	339403	1
117579	59350	1
84441	2625	1
84441	11317	1
84441	3516	1
84441	3565	1
84441	30009	1
6348	729230	1
6348	7852	1
6348	1230	1
6348	1524	1
6348	2833	1
6348	1237	1
6348	1236	1
6348	3579	1
6348	1235	1
6348	1234	1
6348	10803	1
6348	3577	1
6348	643	1
6348	1233	1
6348	1232	1
6348	2829	1
6348	10663	1
6348	2826	1
6347	729230	1
6347	7852	1
6347	1230	1
6347	1524	1
6347	2833	1
6347	1237	1
6347	1236	1
6347	3579	1
6347	1235	1
6347	10803	1
6347	1234	1
6347	3577	1
6347	643	1
6347	1233	1
6347	1232	1
6347	2829	1
6347	10663	1
6347	2826	1
6349	729230	1
6349	7852	1
6349	1230	1
6349	1524	1
6349	2833	1
6349	1237	1
6349	1236	1
6349	3579	1
6349	1235	1
6349	1234	1
6349	10803	1
6349	3577	1
6349	643	1
6349	1233	1
6349	1232	1
6349	2829	1
6349	10663	1
6349	2826	1
6362	729230	1
6362	7852	1
6362	1230	1
6362	1524	1
6362	2833	1
6362	1237	1
6362	1236	1
6362	3579	1
6362	1235	1
6362	10803	1
6362	1234	1
6362	3577	1
6362	643	1
6362	1233	1
6362	1232	1
6362	2829	1
6362	10663	1
6362	2826	1
6361	729230	1
6361	7852	1
6361	1230	1
6361	1524	1
6361	2833	1
6361	1237	1
6361	1236	1
6361	3579	1
6361	1235	1
6361	10803	1
6361	1234	1
6361	3577	1
6361	643	1
6361	1233	1
6361	1232	1
6361	2829	1
6361	10663	1
6361	2826	1
6364	729230	1
6364	7852	1
6364	1230	1
6364	1524	1
6364	2833	1
6364	1237	1
6364	1236	1
6364	3579	1
6364	1235	1
6364	10803	1
6364	1234	1
6364	3577	1
6364	643	1
6364	1233	1
6364	1232	1
6364	2829	1
6364	10663	1
6364	2826	1
6363	729230	1
6363	7852	1
6363	1230	1
6363	1524	1
6363	2833	1
6363	1237	1
6363	1236	1
6363	3579	1
6363	1235	1
6363	10803	1
6363	1234	1
6363	3577	1
6363	643	1
6363	1233	1
6363	1232	1
6363	51554	1
6363	2829	1
6363	10663	1
6363	2826	1
131890	6010	-1
131890	729230	1
131890	7852	1
131890	1230	1
131890	1524	1
131890	2833	1
131890	1237	1
131890	1236	1
131890	3579	1
131890	1235	1
131890	10803	1
131890	1234	1
131890	3577	1
131890	643	1
131890	1233	1
131890	1232	1
131890	2829	1
131890	10663	1
131890	2826	1
6366	729230	1
6366	7852	1
6366	1230	1
6366	1524	1
6366	2833	1
6366	1237	1
6366	1236	1
6366	3579	1
6366	1235	1
6366	10803	1
6366	1234	1
6366	3577	1
6366	643	1
6366	1233	1
6366	1232	1
6366	51554	1
6366	2829	1
6366	10663	1
6366	2826	1
6368	729230	1
6368	7852	1
6368	1230	1
6368	1524	1
6368	2833	1
6368	1237	1
6368	1236	1
6368	3579	1
6368	1235	1
6368	10803	1
6368	1234	1
6368	3577	1
6368	643	1
6368	1233	1
6368	1232	1
6368	2829	1
6368	10663	1
6368	2826	1
6367	729230	1
6367	7852	1
6367	1230	1
6367	1524	1
6367	2833	1
6367	1237	1
6367	1236	1
6367	3579	1
6367	1235	1
6367	10803	1
6367	1234	1
6367	3577	1
6367	643	1
6367	1233	1
6367	1232	1
6367	2829	1
6367	10663	1
6367	2826	1
6360	729230	1
6360	7852	1
6360	1230	1
6360	1524	1
6360	2833	1
6360	1237	1
6360	1236	1
6360	3579	1
6360	1235	1
6360	10803	1
6360	1234	1
6360	3577	1
6360	643	1
6360	1233	1
6360	1232	1
6360	2829	1
6360	10663	1
6360	2826	1
84433	8517	1
6359	729230	1
6359	7852	1
6359	1230	1
6359	1524	1
6359	2833	1
6359	1237	1
6359	1236	1
6359	3579	1
6359	1235	1
6359	10803	1
6359	1234	1
6359	3577	1
6359	643	1
6359	1233	1
6359	1232	1
6359	2829	1
6359	10663	1
6359	2826	1
5028	2778	1
5028	2776	1
6358	729230	1
6358	7852	1
6358	1230	1
6358	1524	1
6358	2833	1
6358	1237	1
6358	1236	1
6358	3579	1
6358	1235	1
6358	10803	1
6358	1234	1
6358	3577	1
6358	643	1
6358	1233	1
6358	1232	1
6358	2829	1
6358	10663	1
6358	2826	1
5029	2776	1
6373	729230	1
6373	7852	1
6373	1230	1
6373	2833	1
6373	1524	1
6373	1237	1
6373	1236	1
6373	3579	1
6373	1235	1
6373	10803	1
6373	1234	1
6373	3577	1
6373	643	1
6373	1233	1
6373	1232	1
6373	2829	1
6373	10663	1
6373	2826	1
6372	729230	1
6372	7852	1
6372	1230	1
6372	1524	1
6372	2833	1
6372	1237	1
6372	3579	1
6372	1236	1
6372	1235	1
6372	3577	1
6372	10803	1
6372	1234	1
6372	643	1
6372	1233	1
6372	1232	1
6372	2829	1
6372	10663	1
6372	2826	1
5042	9337	1
5042	29883	1
5042	255967	1
6375	729230	1
6375	7852	1
6375	1230	1
6375	1524	1
6375	2833	1
6375	1237	1
6375	1236	1
6375	3579	1
6375	1235	1
6375	10803	1
6375	1234	1
6375	3577	1
6375	643	1
6375	1233	1
6375	1232	1
6375	2829	1
6375	10663	1
6375	2826	1
6374	729230	1
6374	7852	1
6374	1230	1
6374	1524	1
6374	2833	1
6374	1237	1
6374	3579	1
6374	1236	1
6374	1235	1
6374	3577	1
6374	10803	1
6374	1234	1
6374	643	1
6374	1233	1
6374	1232	1
6374	2829	1
6374	10663	1
6374	2826	1
6376	729230	1
6376	7852	1
6376	1230	1
6376	1524	1
6376	2833	1
6376	1237	1
6376	1236	1
6376	3579	1
6376	1235	1
6376	10803	1
6376	1234	1
6376	3577	1
6376	643	1
6376	1233	1
6376	1232	1
6376	2829	1
6376	10663	1
6376	2826	1
10193	5156	-1
10193	2264	-1
10193	2263	-1
10193	2261	-1
10193	1956	-1
10193	3480	-1
6370	729230	1
6370	7852	1
6370	1230	1
6370	1524	1
6370	2833	1
6370	1237	1
6370	1236	1
6370	3579	1
6370	1235	1
6370	10803	1
6370	1234	1
6370	3577	1
6370	643	1
6370	1233	1
6370	1232	1
6370	51554	1
6370	2829	1
6370	10663	1
6370	2826	1
6369	729230	1
6369	7852	1
6369	1230	1
6369	1524	1
6369	2833	1
6369	1237	1
6369	1236	1
6369	3579	1
6369	1235	1
6369	10803	1
6369	1234	1
6369	3577	1
6369	643	1
6369	1233	1
6369	1232	1
6369	2829	1
6369	10663	1
6369	2826	1
55908	51129	1
55908	27329	1
5054	5327	-1
5055	5327	-1
6387	729230	1
6387	7852	1
6387	1230	1
6387	57007	1
6387	1524	1
6387	2833	1
6387	1237	1
6387	1236	1
6387	3579	1
6387	1235	1
6387	10803	1
6387	1234	1
6387	3577	1
6387	643	1
6387	1233	1
6387	1232	1
6387	2829	1
6387	10663	1
6387	2826	1
5058	8463	1
5058	5880	1
5058	7004	1
5058	5881	1
5058	7003	1
5058	9459	1
5058	5894	1
5058	7005	1
5058	8874	1
5058	5609	1
5058	10746	1
5058	85366	-1
5058	340156	-1
5058	3984	1
5058	6416	1
5058	4215	1
5058	3985	1
5058	5604	1
5058	91807	-1
5058	5879	1
5058	5605	1
5058	4638	-1
55914	64127	-1
5063	5880	1
5063	5881	1
5063	9459	1
5063	5894	1
5063	8874	1
5063	5609	1
5063	85366	-1
5063	340156	-1
5063	6416	1
5063	3984	1
5063	3985	1
5063	5604	1
5063	91807	-1
5063	5879	1
5063	4638	-1
58191	729230	1
58191	7852	1
58191	1230	1
58191	1524	1
58191	2833	1
58191	1237	1
58191	1236	1
58191	3579	1
58191	1235	1
58191	10803	1
58191	1234	1
58191	3577	1
58191	643	1
58191	1233	1
58191	1232	1
58191	2829	1
58191	10663	1
58191	2826	1
6396	9681	-1
6396	8131	-1
6396	10641	-1
5062	5880	1
5062	5881	1
5062	9459	1
5062	5894	1
5062	8874	1
5062	5609	1
5062	10746	1
5062	85366	-1
5062	340156	-1
5062	6416	1
5062	4215	1
5062	3984	1
5062	3985	1
5062	5604	1
5062	91807	-1
5062	5879	1
5062	4638	-1
96459	64121	1
96459	10670	1
96459	58528	1
96459	10325	1
5071	55288	-1
5071	9474	1
5071	285973	1
5071	55626	1
5071	55669	-1
5071	89941	-1
5071	79065	1
5071	9927	-1
5087	6770	1
5087	57552	1
5087	1586	1
5087	1584	1
10152	55845	-1
10152	8936	-1
10156	22800	1
10156	4893	1
10156	22808	1
10156	3265	1
10156	6237	1
10156	3845	1
196335	2788	1
196335	2774	1
196335	2782	1
196335	51764	1
10161	2768	1
10161	5294	1
10161	2778	1
10161	5330	1
10161	146850	1
10161	5331	1
10161	5332	1
10161	10672	1
10161	23236	1
10161	23533	1
10163	10093	1
10163	10109	1
10163	10092	1
10163	10095	1
10163	10094	1
10163	81873	1
10163	10552	1
10163	60	1
10163	71	1
131873	3680	1
131873	3696	1
131873	3674	1
131873	3675	1
131873	3676	1
131873	3655	1
131873	3678	1
131873	3679	1
131873	51206	1
131873	22801	1
131873	3690	1
131873	3691	1
131873	6385	1
131873	3693	1
131873	3694	1
131873	3672	1
131873	3695	1
131873	3673	1
131873	6382	1
131873	960	1
131873	3685	1
131873	8516	1
131873	3688	1
131873	8515	1
131873	5747	1
2812	5295	1
2812	5296	1
2812	8503	1
2812	5290	1
2812	5291	1
2812	5293	1
2811	5295	1
2811	5296	1
2811	8503	1
2811	5290	1
2811	5291	1
2811	5293	1
2810	891	-1
2810	9133	-1
2810	85417	-1
2810	983	-1
2815	5295	1
2815	5296	1
2815	8503	1
2815	5290	1
2815	5291	1
2815	5293	1
2814	5295	1
2814	5296	1
2814	8503	1
2814	5290	1
2814	5291	1
2814	5293	1
27005	8737	1
27006	4233	1
27006	3480	1
27006	4804	1
27006	1436	1
27006	3815	1
27006	2324	1
27006	2322	1
27006	2321	1
27006	5159	1
27006	1956	1
27006	7010	1
27006	3791	1
27006	5156	1
27006	2066	1
27006	2264	1
27006	2065	1
27006	2263	1
27006	2064	1
27006	2261	1
27006	2260	1
27006	4914	1
27006	4915	1
27006	3643	1
27006	1969	1
27006	3645	1
2829	3717	1
2829	3718	1
2829	2773	1
2829	2771	1
2829	2770	1
2826	3717	1
2826	3718	1
2826	2773	1
2826	2771	1
2826	2770	1
112714	998	1
2833	3717	1
2833	3718	1
2833	2773	1
2833	2771	1
2833	2770	1
1501	83439	-1
1501	51176	-1
1501	6932	-1
1501	6934	-1
1500	387	-1
1500	5880	1
1500	5881	1
1500	998	1
1500	999	1
1500	5879	1
1509	330	-1
1509	331	-1
1509	596	-1
1509	332	-1
1509	598	-1
1509	637	1
1509	329	-1
1508	330	-1
1508	331	-1
1508	596	-1
1508	332	-1
1508	972	1
1508	598	-1
1508	329	-1
1508	637	1
1508	114548	1
1514	330	-1
1514	331	-1
1514	596	-1
1514	332	-1
1514	972	1
1514	598	-1
1514	329	-1
1514	637	1
1513	330	-1
1513	331	-1
1513	596	-1
1513	332	-1
1513	598	-1
1513	329	-1
1513	637	1
1512	330	-1
1512	331	-1
1512	596	-1
1512	332	-1
1512	598	-1
1512	329	-1
1512	637	1
1511	2149	1
1511	9002	1
1511	56288	1
1511	2151	1
1511	2150	1
1519	330	-1
1519	331	-1
1519	596	-1
1519	332	-1
1519	598	-1
1519	329	-1
1519	637	1
2846	2768	1
2846	5294	1
2846	2778	1
2846	5330	1
2846	146850	1
2846	2776	1
2846	5331	1
2846	5332	1
2846	10672	1
2846	23236	1
2846	23533	1
1515	330	-1
1515	331	-1
1515	596	-1
1515	332	-1
1515	598	-1
1515	329	-1
1515	637	1
1524	3717	1
1524	3718	1
1524	2773	1
1524	2771	1
1524	2770	1
1522	330	-1
1522	331	-1
1522	596	-1
1522	332	-1
1522	598	-1
1522	329	-1
1522	637	1
2852	2778	1
1521	330	-1
1521	331	-1
1521	596	-1
1521	332	-1
1521	598	-1
1521	329	-1
1521	637	1
1520	330	-1
1520	331	-1
1520	596	-1
1520	332	-1
1520	972	1
1520	598	-1
1520	329	-1
1520	637	1
2870	729230	1
2870	7852	1
2870	1230	1
2870	1524	1
2870	2833	1
2870	1237	1
2870	1236	1
2870	3579	1
2870	1235	1
2870	10803	1
2870	1234	1
2870	3577	1
2870	643	1
2870	1233	1
2870	1232	1
2870	2829	1
2870	10663	1
2870	2826	1
1536	6300	1
1536	1432	1
1536	4313	1
1536	5600	1
1536	5603	1
1536	815	1
1536	816	1
1536	4318	1
1536	817	1
1536	818	1
2867	2773	1
2867	2771	1
2867	2770	1
1535	6300	1
1535	1432	1
1535	4313	1
1535	5600	1
1535	5603	1
1535	4318	1
60436	4087	-1
60436	4088	-1
2864	2767	1
2864	2776	1
2869	729230	1
2869	7852	1
2869	1230	1
2869	1524	1
2869	2833	1
2869	1237	1
2869	1236	1
2869	3579	1
2869	1235	1
2869	10803	1
2869	1234	1
2869	3577	1
2869	643	1
2869	1233	1
2869	1232	1
2869	2829	1
2869	10663	1
2869	2826	1
2868	729230	1
2868	7852	1
2868	1230	1
2868	1524	1
2868	2833	1
2868	1237	1
2868	1236	1
2868	3579	1
2868	1235	1
2868	10803	1
2868	1234	1
2868	3577	1
2868	643	1
2868	1233	1
2868	1232	1
2868	2829	1
2868	10663	1
2868	2826	1
2872	253314	1
2872	468	1
2872	9470	1
2872	1977	1
1540	7186	-1
1540	7189	-1
1540	602	-1
1540	8737	1
1540	23586	-1
112744	23765	1
112744	84818	1
2892	4067	1
2892	2906	1
2892	2905	1
2892	2904	1
2892	2903	1
2892	2902	1
2891	4067	1
2891	2906	1
2891	2905	1
2891	2904	1
2891	2903	1
2891	2902	1
2890	4067	1
2890	2906	1
2890	2905	1
2890	2904	1
2890	2903	1
2890	2902	1
2889	5906	1
2889	5908	1
2889	23433	1
2887	3643	-1
2887	3480	-1
2885	6654	1
2885	399694	1
2885	2549	1
2885	25759	1
2885	5594	1
2885	5595	1
